파일명,클러스터,구간-시작(초),구간-종료(초),최소 주파수(Hz),최대 주파수(Hz),최빈값(Hz),최대 진폭(dB SPL)
2095.wav,0,0.00,1.00,136.12,136.12,136.12,77.92
2096.wav,6,0.00,1.00,224.77,224.77,224.77,82.63
2097.wav,0,0.00,0.95,150.90,150.90,150.90,80.79
2098.wav,4,0.00,1.00,372.51,372.51,372.51,95.48
2099.wav,2,0.00,1.00,150.90,150.90,150.90,98.80
210.wav,2,0.00,1.00,106.57,106.57,106.57,76.88
2100.wav,14,0.00,1.00,342.96,342.96,342.96,98.02
2101.wav,0,0.00,1.00,136.12,136.12,136.12,69.39
2102.wav,0,0.00,0.28,136.12,136.12,136.12,64.49
2102.wav,5,0.44,1.00,209.99,209.99,209.99,73.60
2103.wav,1,0.00,1.00,150.90,150.90,150.90,85.63
2104.wav,0,0.00,0.95,136.12,136.12,136.12,81.03
2105.wav,4,0.00,0.60,254.32,254.32,254.32,77.20
2106.wav,0,0.00,0.86,150.90,150.90,150.90,67.09
2107.wav,2,0.00,0.65,224.77,224.77,224.77,61.27
2108.wav,5,0.00,0.88,357.74,357.74,357.74,83.34
2109.wav,4,0.00,0.42,283.87,283.87,283.87,66.16
211.wav,2,0.00,0.84,106.57,106.57,106.57,76.25
2110.wav,0,0.00,0.21,165.67,165.67,165.67,67.53
2111.wav,0,0.00,0.63,254.32,254.32,254.32,67.64
2112.wav,0,0.00,1.00,136.12,136.12,136.12,72.94
2113.wav,0,0.00,0.33,136.12,136.12,136.12,62.92
2113.wav,37,0.63,0.74,712.32,712.32,712.32,81.49
2114.wav,1,0.00,1.00,150.90,150.90,150.90,87.54
2115.wav,0,0.00,1.00,136.12,136.12,136.12,92.56
2116.wav,0,0.00,1.00,136.12,136.12,136.12,74.46
2117.wav,0,0.00,0.67,136.12,136.12,136.12,62.88
2118.wav,6,0.00,0.39,431.61,431.61,431.61,71.13
2119.wav,9,0.02,1.00,298.64,298.64,298.64,70.37
212.wav,2,0.09,1.00,121.35,121.35,121.35,66.29
2120.wav,0,0.00,0.65,165.67,165.67,165.67,84.56
2121.wav,4,0.00,0.63,313.41,313.41,313.41,54.76
2122.wav,34,0.02,0.23,727.10,727.10,727.10,56.86
2123.wav,0,0.00,1.00,136.12,136.12,136.12,85.23
2124.wav,0,0.00,0.79,136.12,136.12,136.12,68.65
2125.wav,11,0.00,0.98,298.64,298.64,298.64,80.17
2126.wav,5,0.00,0.79,224.77,224.77,224.77,70.37
2127.wav,2,0.00,1.00,165.67,165.67,165.67,76.49
2128.wav,1,0.00,1.00,150.90,150.90,150.90,74.17
2129.wav,1,0.00,1.00,121.35,121.35,121.35,78.84
213.wav,0,0.00,1.00,91.80,91.80,91.80,71.52
2130.wav,0,0.00,0.37,121.35,121.35,121.35,65.81
2130.wav,20,0.39,1.00,564.58,564.58,564.58,71.22
2131.wav,5,0.00,1.00,209.99,209.99,209.99,95.38
2132.wav,0,0.00,1.00,150.90,150.90,150.90,72.86
2133.wav,0,0.00,0.88,121.35,121.35,121.35,64.78
2134.wav,2,0.00,1.00,150.90,150.90,150.90,87.37
2135.wav,0,0.00,0.28,136.12,136.12,136.12,58.35
2135.wav,20,0.30,1.00,579.35,579.35,579.35,82.65
2136.wav,11,0.00,1.00,357.74,357.74,357.74,89.66
2137.wav,6,0.00,1.00,239.54,239.54,239.54,61.06
2138.wav,0,0.00,0.49,150.90,150.90,150.90,63.36
2139.wav,0,0.00,0.23,372.51,372.51,372.51,82.44
214.wav,0,0.02,0.53,91.80,91.80,91.80,66.98
2141.wav,1,0.16,0.98,91.80,91.80,91.80,62.57
2142.wav,0,0.39,0.86,269.09,269.09,269.09,62.32
2144.wav,0,0.09,0.70,62.25,62.25,62.25,81.92
2145.wav,9,0.05,0.98,2126.83,2126.83,2126.83,62.24
2146.wav,76,0.00,0.98,2126.83,2126.83,2126.83,62.72
2147.wav,7,0.00,0.88,1138.76,1138.76,1138.76,79.19
2148.wav,0,0.02,1.00,62.25,62.25,62.25,80.10
2149.wav,0,0.00,0.86,62.25,62.25,62.25,64.05
215.wav,0,0.72,0.95,91.80,91.80,91.80,53.96
2150.wav,1,0.02,0.95,62.25,62.25,62.25,94.01
2151.wav,1,0.12,1.00,77.03,77.03,77.03,79.20
2152.wav,4,0.00,0.84,106.57,106.57,106.57,71.33
2153.wav,1,0.05,0.46,77.03,77.03,77.03,84.59
2155.wav,1,0.60,0.88,77.03,77.03,77.03,74.55
2157.wav,0,0.58,0.72,77.03,77.03,77.03,84.34
216.wav,1,0.02,0.74,91.80,91.80,91.80,71.15
2168.wav,0,0.65,0.98,889.61,889.61,889.61,66.63
2172.wav,0,0.07,0.67,62.25,62.25,62.25,75.42
2173.wav,3,0.12,0.95,77.03,77.03,77.03,105.02
2176.wav,0,0.19,0.28,1266.93,1266.93,1266.93,58.74
2177.wav,11,0.00,0.09,1138.76,1138.76,1138.76,61.61
2177.wav,4,0.84,1.00,121.35,121.35,121.35,66.00
2178.wav,0,0.49,0.72,254.32,254.32,254.32,61.48
2179.wav,0,0.33,0.56,269.09,269.09,269.09,58.28
2180.wav,0,0.19,0.63,254.32,254.32,254.32,56.83
2182.wav,0,0.44,0.58,254.32,254.32,254.32,69.76
2184.wav,5,0.02,1.00,136.12,136.12,136.12,63.67
2190.wav,2,0.28,0.95,150.90,150.90,150.90,59.98
2193.wav,0,0.14,0.51,209.99,209.99,209.99,58.06
2196.wav,0,0.30,0.67,209.99,209.99,209.99,60.38
2198.wav,0,0.30,0.81,180.45,180.45,180.45,56.07
2203.wav,0,0.37,0.70,431.61,431.61,431.61,83.56
2204.wav,0,0.00,0.91,475.93,475.93,475.93,69.64
2208.wav,11,0.00,0.77,402.06,402.06,402.06,112.77
2209.wav,8,0.00,0.81,431.61,431.61,431.61,77.15
2210.wav,18,0.00,0.09,579.35,579.35,579.35,72.55
2211.wav,0,0.12,1.00,254.32,254.32,254.32,79.86
2212.wav,8,0.00,0.77,269.09,269.09,269.09,69.66
2213.wav,0,0.00,0.77,224.77,224.77,224.77,63.20
2214.wav,6,0.00,1.00,283.87,283.87,283.87,74.52
2215.wav,1,0.00,0.79,239.54,239.54,239.54,67.28
2216.wav,10,0.00,1.00,328.19,328.19,328.19,83.37
2217.wav,0,0.00,0.70,239.54,239.54,239.54,72.02
2218.wav,9,0.00,0.98,372.51,372.51,372.51,65.16
2219.wav,0,0.00,1.00,239.54,239.54,239.54,61.58
222.wav,0,0.07,0.53,91.80,91.80,91.80,52.75
2220.wav,4,0.00,0.67,239.54,239.54,239.54,68.95
2220.wav,28,0.72,1.00,756.64,756.64,756.64,89.17
2221.wav,0,0.00,0.98,136.12,136.12,136.12,73.20
2222.wav,7,0.00,0.65,239.54,239.54,239.54,65.20
2223.wav,0,0.00,0.26,136.12,136.12,136.12,63.81
2223.wav,23,0.33,0.65,549.80,549.80,549.80,70.02
2224.wav,5,0.00,0.56,283.87,283.87,283.87,65.13
2225.wav,0,0.00,0.42,165.67,165.67,165.67,65.76
2226.wav,12,0.00,1.00,328.19,328.19,328.19,76.24
2227.wav,0,0.00,0.35,165.67,165.67,165.67,74.35
2228.wav,0,0.53,0.63,150.90,150.90,150.90,66.20
2229.wav,0,0.00,0.42,165.67,165.67,165.67,68.77
2230.wav,0,0.00,1.00,239.54,239.54,239.54,64.95
2231.wav,1,0.00,1.00,342.96,342.96,342.96,64.94
2232.wav,1,0.00,1.00,136.12,136.12,136.12,89.99
2233.wav,0,0.00,0.81,136.12,136.12,136.12,81.42
2234.wav,0,0.00,1.00,136.12,136.12,136.12,66.78
2235.wav,0,0.00,0.79,136.12,136.12,136.12,57.65
2236.wav,6,0.00,1.00,269.09,269.09,269.09,57.31
2237.wav,1,0.00,0.79,150.90,150.90,150.90,63.53
2238.wav,7,0.00,1.00,254.32,254.32,254.32,89.87
2239.wav,2,0.00,0.91,224.77,224.77,224.77,58.24
2240.wav,12,0.05,0.53,342.96,342.96,342.96,70.45
2241.wav,0,0.00,0.86,136.12,136.12,136.12,62.59
2242.wav,3,0.00,0.91,180.45,180.45,180.45,83.03
2243.wav,0,0.00,0.98,150.90,150.90,150.90,65.08
2244.wav,0,0.00,1.00,224.77,224.77,224.77,63.91
2245.wav,3,0.00,1.00,195.22,195.22,195.22,87.26
2246.wav,0,0.00,0.60,165.67,165.67,165.67,79.66
2246.wav,25,0.67,1.00,579.35,579.35,579.35,124.14
2247.wav,0,0.00,0.98,328.19,328.19,328.19,72.53
2248.wav,18,0.00,0.30,638.45,638.45,638.45,74.55
2249.wav,0,0.00,0.58,328.19,328.19,328.19,60.90
2250.wav,4,0.00,1.00,357.74,357.74,357.74,80.58
2251.wav,2,0.00,0.84,298.64,298.64,298.64,58.34
2252.wav,8,0.00,1.00,328.19,328.19,328.19,68.15
2253.wav,0,0.00,0.79,136.12,136.12,136.12,68.97
2254.wav,11,0.00,1.00,328.19,328.19,328.19,70.06
2255.wav,2,0.00,0.09,239.54,239.54,239.54,71.57
2255.wav,12,0.12,0.58,786.19,786.19,786.19,55.53
2256.wav,0,0.23,1.00,150.90,150.90,150.90,74.02
2257.wav,0,0.00,0.09,165.67,165.67,165.67,75.57
2258.wav,3,0.00,1.00,239.54,239.54,239.54,81.43
2259.wav,3,0.00,0.16,254.32,254.32,254.32,67.27
2260.wav,10,0.00,1.00,328.19,328.19,328.19,61.51
2261.wav,0,0.00,0.98,136.12,136.12,136.12,90.55
2262.wav,13,0.00,1.00,372.51,372.51,372.51,112.24
2263.wav,0,0.00,1.00,254.32,254.32,254.32,74.14
2264.wav,1,0.00,0.93,180.45,180.45,180.45,91.61
2265.wav,5,0.00,1.00,328.19,328.19,328.19,102.90
2266.wav,9,0.00,1.00,224.77,224.77,224.77,74.18
2267.wav,0,0.00,0.30,121.35,121.35,121.35,61.67
2268.wav,1,0.00,1.00,180.45,180.45,180.45,94.45
2269.wav,0,0.00,1.00,150.90,150.90,150.90,60.70
2270.wav,1,0.00,1.00,136.12,136.12,136.12,94.52
2272.wav,0,0.33,0.44,209.99,209.99,209.99,59.03
2273.wav,0,0.26,0.51,150.90,150.90,150.90,54.16
2275.wav,0,0.74,0.88,505.48,505.48,505.48,53.78
2276.wav,4,0.39,1.00,490.71,490.71,490.71,78.07
2277.wav,0,0.00,0.33,239.54,239.54,239.54,66.73
2278.wav,1,0.00,0.95,431.61,431.61,431.61,63.87
2279.wav,2,0.05,0.98,431.61,431.61,431.61,60.13
2280.wav,1,0.00,0.86,431.61,431.61,431.61,75.88
2281.wav,3,0.16,0.95,431.61,431.61,431.61,68.17
2282.wav,0,0.02,0.30,431.61,431.61,431.61,54.66
2284.wav,1,0.79,0.95,1641.51,1641.51,1641.51,69.48
2287.wav,19,0.07,0.84,682.77,682.77,682.77,65.24
2288.wav,5,0.05,0.14,461.16,461.16,461.16,75.67
2288.wav,9,0.16,0.65,579.35,579.35,579.35,81.01
2288.wav,0,0.84,0.98,121.35,121.35,121.35,60.37
2289.wav,2,0.02,0.98,387.29,387.29,387.29,56.67
2290.wav,0,0.44,0.93,121.35,121.35,121.35,53.61
2292.wav,2,0.33,0.56,121.35,121.35,121.35,56.25
2294.wav,1,0.05,0.21,91.80,91.80,91.80,74.54
2295.wav,2,0.26,0.35,402.06,402.06,402.06,59.02
2295.wav,0,0.58,0.67,91.80,91.80,91.80,67.91
2296.wav,0,0.00,0.53,209.99,209.99,209.99,62.76
2297.wav,5,0.00,1.00,328.19,328.19,328.19,100.81
2298.wav,0,0.00,0.98,254.32,254.32,254.32,80.31
2299.wav,2,0.00,1.00,283.87,283.87,283.87,95.99
2300.wav,0,0.00,0.12,254.32,254.32,254.32,67.71
2301.wav,2,0.33,1.00,239.54,239.54,239.54,65.45
2302.wav,0,0.05,0.14,195.22,195.22,195.22,56.74
2304.wav,4,0.21,0.95,283.87,283.87,283.87,73.53
2305.wav,1,0.16,0.91,239.54,239.54,239.54,67.85
2306.wav,1,0.12,0.74,254.32,254.32,254.32,75.96
2309.wav,3,0.58,0.67,269.09,269.09,269.09,77.67
2309.wav,0,0.70,0.84,224.77,224.77,224.77,60.02
2316.wav,0,0.21,0.44,372.51,372.51,372.51,58.20
2318.wav,0,0.72,0.91,431.61,431.61,431.61,61.97
232.wav,2,0.02,1.00,136.12,136.12,136.12,70.84
2320.wav,2,0.81,0.98,446.38,446.38,446.38,64.31
2323.wav,1,0.02,0.21,372.51,372.51,372.51,66.68
2327.wav,0,0.67,1.00,653.22,653.22,653.22,68.55
2328.wav,0,0.00,0.56,668.00,668.00,668.00,63.50
233.wav,1,0.33,0.98,91.80,91.80,91.80,70.77
2332.wav,0,0.28,0.37,254.32,254.32,254.32,59.26
2334.wav,0,0.23,0.37,948.71,948.71,948.71,69.46
2335.wav,0,0.00,0.98,697.55,697.55,697.55,74.30
2336.wav,0,0.39,0.98,800.97,800.97,800.97,67.40
2338.wav,6,0.02,0.81,475.93,475.93,475.93,54.27
234.wav,0,0.05,0.86,77.03,77.03,77.03,66.99
2341.wav,2,0.09,0.21,653.22,653.22,653.22,67.40
2341.wav,1,0.44,0.53,416.84,416.84,416.84,77.31
2343.wav,0,0.44,0.63,342.96,342.96,342.96,61.44
2344.wav,0,0.00,0.95,668.00,668.00,668.00,59.42
2346.wav,0,0.30,0.42,342.96,342.96,342.96,63.09
2347.wav,0,0.02,0.65,357.74,357.74,357.74,69.46
2348.wav,0,0.09,0.67,342.96,342.96,342.96,54.51
2349.wav,1,0.16,0.72,357.74,357.74,357.74,70.14
235.wav,0,0.02,0.84,77.03,77.03,77.03,62.91
2350.wav,0,0.81,0.91,372.51,372.51,372.51,64.61
2351.wav,0,0.19,0.33,800.97,800.97,800.97,76.97
2352.wav,0,0.12,0.30,357.74,357.74,357.74,71.37
2353.wav,0,0.26,0.77,668.00,668.00,668.00,72.54
2358.wav,4,0.00,0.74,461.16,461.16,461.16,64.01
2359.wav,0,0.46,0.77,342.96,342.96,342.96,67.02
236.wav,4,0.00,0.95,136.12,136.12,136.12,74.28
2364.wav,1,0.14,0.93,475.93,475.93,475.93,61.94
2367.wav,1,0.05,0.16,1641.51,1641.51,1641.51,76.10
2368.wav,0,0.77,1.00,475.93,475.93,475.93,69.62
237.wav,1,0.00,1.00,91.80,91.80,91.80,66.44
2370.wav,0,0.30,0.39,668.00,668.00,668.00,67.87
2379.wav,0,0.51,0.91,446.38,446.38,446.38,64.30
238.wav,0,0.00,0.98,77.03,77.03,77.03,63.71
2383.wav,1,0.67,1.00,224.77,224.77,224.77,64.52
2384.wav,1,0.00,0.28,209.99,209.99,209.99,64.11
2386.wav,3,0.12,0.98,431.61,431.61,431.61,74.04
2387.wav,3,0.28,0.67,446.38,446.38,446.38,71.25
2389.wav,0,0.70,0.84,372.51,372.51,372.51,56.28
2394.wav,0,0.81,0.91,535.03,535.03,535.03,56.56
2398.wav,0,0.23,0.91,121.35,121.35,121.35,63.56
2404.wav,0,0.02,0.21,416.84,416.84,416.84,59.57
2408.wav,0,0.67,0.81,402.06,402.06,402.06,58.64
2418.wav,4,0.14,0.30,387.29,387.29,387.29,99.75
2418.wav,13,0.37,1.00,520.26,520.26,520.26,111.69
2419.wav,10,0.09,0.70,978.26,978.26,978.26,66.61
2420.wav,7,0.07,0.63,1039.28,1039.28,1039.28,80.70
2424.wav,4,0.21,1.00,328.19,328.19,328.19,64.53
2425.wav,4,0.00,0.12,298.64,298.64,298.64,83.23
2425.wav,0,0.16,0.28,47.48,47.48,47.48,62.00
2425.wav,13,0.84,0.98,431.61,431.61,431.61,60.59
2428.wav,0,0.60,0.79,416.84,416.84,416.84,58.37
2429.wav,0,0.09,0.23,416.84,416.84,416.84,60.16
2432.wav,0,0.37,0.46,269.09,269.09,269.09,77.04
2432.wav,5,0.49,0.60,623.68,623.68,623.68,82.04
2438.wav,0,0.51,0.60,298.64,298.64,298.64,59.03
2442.wav,0,0.51,0.81,224.77,224.77,224.77,67.97
2444.wav,0,0.56,0.88,328.19,328.19,328.19,64.31
2445.wav,3,0.02,0.63,342.96,342.96,342.96,61.12
2447.wav,3,0.02,0.93,313.41,313.41,313.41,61.23
2448.wav,0,0.00,0.46,342.96,342.96,342.96,58.80
2449.wav,0,0.00,0.63,328.19,328.19,328.19,62.68
2451.wav,0,0.02,0.19,520.26,520.26,520.26,54.14
2452.wav,0,0.35,0.91,62.25,62.25,62.25,63.99
2456.wav,4,0.21,0.63,505.48,505.48,505.48,59.82
2459.wav,5,0.19,0.91,372.51,372.51,372.51,66.22
2462.wav,2,0.12,0.98,283.87,283.87,283.87,66.79
2466.wav,0,0.30,0.60,254.32,254.32,254.32,62.89
2483.wav,0,0.49,0.63,416.84,416.84,416.84,63.49
2501.wav,0,0.30,0.60,180.45,180.45,180.45,58.63
2518.wav,0,0.23,0.74,269.09,269.09,269.09,75.81
2521.wav,0,0.00,0.21,283.87,283.87,283.87,69.93
2525.wav,3,0.49,0.95,77.03,77.03,77.03,104.62
2547.wav,1,0.35,0.81,372.51,372.51,372.51,58.38
2556.wav,0,0.46,0.72,372.51,372.51,372.51,54.92
2557.wav,0,0.19,0.33,372.51,372.51,372.51,53.40
2563.wav,0,0.05,0.95,431.61,431.61,431.61,54.45
2569.wav,0,0.58,0.72,372.51,372.51,372.51,54.12
2573.wav,1,0.14,0.86,564.58,564.58,564.58,53.71
2574.wav,2,0.12,0.21,564.58,564.58,564.58,57.87
2574.wav,3,0.28,0.74,845.29,845.29,845.29,59.89
2575.wav,0,0.81,0.91,387.29,387.29,387.29,57.84
2576.wav,1,0.49,1.00,372.51,372.51,372.51,65.74
2578.wav,0,0.63,0.98,328.19,328.19,328.19,59.62
2589.wav,1,0.67,0.81,963.48,963.48,963.48,80.44
2590.wav,0,0.26,0.84,77.03,77.03,77.03,58.01
2593.wav,5,0.60,0.95,771.42,771.42,771.42,75.21
2594.wav,0,0.02,0.12,239.54,239.54,239.54,66.90
2594.wav,24,0.33,0.95,697.55,697.55,697.55,72.64
2596.wav,0,0.35,0.49,756.64,756.64,756.64,66.39
2598.wav,16,0.00,1.00,815.74,815.74,815.74,62.67
2599.wav,0,0.00,0.14,387.29,387.29,387.29,82.10
2600.wav,17,0.05,0.98,800.97,800.97,800.97,100.46
2601.wav,0,0.00,0.12,328.19,328.19,328.19,65.45
2601.wav,3,0.14,0.28,372.51,372.51,372.51,67.44
2604.wav,1,0.42,0.74,283.87,283.87,283.87,69.50
2605.wav,0,0.53,0.86,446.38,446.38,446.38,66.35
2606.wav,0,0.33,0.81,269.09,269.09,269.09,68.59
2607.wav,2,0.30,0.46,505.48,505.48,505.48,82.34
2607.wav,1,0.49,0.58,461.16,461.16,461.16,75.61
2609.wav,0,0.12,1.00,298.64,298.64,298.64,71.79
2610.wav,0,0.00,0.30,357.74,357.74,357.74,71.57
2613.wav,1,0.21,0.44,653.22,653.22,653.22,64.79
2618.wav,0,0.67,0.79,283.87,283.87,283.87,69.72
2619.wav,4,0.33,0.65,1174.00,1174.00,1174.00,73.77
2620.wav,0,0.77,0.86,549.80,549.80,549.80,77.70
2620.wav,8,0.88,1.00,712.32,712.32,712.32,94.94
2621.wav,2,0.02,1.00,461.16,461.16,461.16,77.66
2622.wav,4,0.00,0.26,431.61,431.61,431.61,68.84
2625.wav,1,0.46,1.00,342.96,342.96,342.96,66.59
2626.wav,0,0.00,0.51,328.19,328.19,328.19,68.96
2627.wav,1,0.12,0.46,328.19,328.19,328.19,61.64
2629.wav,0,0.39,0.49,860.06,860.06,860.06,57.31
2630.wav,0,0.19,0.30,269.09,269.09,269.09,65.46
2651.wav,0,0.19,0.67,62.25,62.25,62.25,65.78
2652.wav,2,0.23,0.88,77.03,77.03,77.03,73.62
2653.wav,1,0.21,0.88,62.25,62.25,62.25,75.35
2654.wav,0,0.63,1.00,62.25,62.25,62.25,74.93
2655.wav,0,0.00,1.00,62.25,62.25,62.25,67.07
2656.wav,0,0.00,1.00,47.48,47.48,47.48,77.55
2657.wav,0,0.00,0.98,47.48,47.48,47.48,70.76
2658.wav,2,0.09,0.98,77.03,77.03,77.03,77.74
2661.wav,0,0.02,0.95,62.25,62.25,62.25,77.00
2663.wav,0,0.16,0.26,77.03,77.03,77.03,73.36
2665.wav,1,0.12,0.95,77.03,77.03,77.03,59.79
2666.wav,2,0.23,0.72,77.03,77.03,77.03,97.28
2667.wav,0,0.65,0.74,62.25,62.25,62.25,74.01
2668.wav,1,0.07,1.00,62.25,62.25,62.25,85.94
2670.wav,1,0.14,0.65,62.25,62.25,62.25,88.64
2673.wav,0,0.33,0.46,62.25,62.25,62.25,94.18
2674.wav,0,0.79,1.00,77.03,77.03,77.03,58.37
2675.wav,0,0.37,0.63,62.25,62.25,62.25,66.95
2679.wav,0,0.21,0.98,62.25,62.25,62.25,74.75
2681.wav,0,0.42,0.84,62.25,62.25,62.25,76.18
2683.wav,0,0.21,0.30,77.03,77.03,77.03,72.48
2684.wav,1,0.12,0.39,77.03,77.03,77.03,78.08
2686.wav,0,0.28,0.39,62.25,62.25,62.25,59.81
2687.wav,0,0.56,0.65,62.25,62.25,62.25,61.59
2688.wav,1,0.21,0.56,62.25,62.25,62.25,81.14
2689.wav,2,0.00,1.00,77.03,77.03,77.03,87.89
2691.wav,0,0.23,0.63,47.48,47.48,47.48,62.41
2693.wav,0,0.07,0.84,62.25,62.25,62.25,71.20
2695.wav,0,0.00,0.95,62.25,62.25,62.25,67.92
2697.wav,1,0.16,0.95,77.03,77.03,77.03,65.23
2698.wav,0,0.12,0.74,62.25,62.25,62.25,63.72
2700.wav,0,0.23,0.81,47.48,47.48,47.48,61.53
2701.wav,0,0.23,0.42,62.25,62.25,62.25,85.21
2702.wav,1,0.70,0.91,62.25,62.25,62.25,76.28
2703.wav,0,0.19,0.77,62.25,62.25,62.25,59.16
2704.wav,2,0.19,0.81,77.03,77.03,77.03,78.44
2705.wav,0,0.28,0.79,62.25,62.25,62.25,65.00
2706.wav,0,0.12,0.65,62.25,62.25,62.25,70.79
2708.wav,0,0.72,0.81,77.03,77.03,77.03,67.22
2709.wav,1,0.21,0.77,62.25,62.25,62.25,71.04
2712.wav,0,0.58,0.86,62.25,62.25,62.25,74.64
2714.wav,0,0.30,0.42,62.25,62.25,62.25,73.29
2717.wav,8,0.16,0.65,180.45,180.45,180.45,74.30
2725.wav,0,0.60,1.00,328.19,328.19,328.19,58.36
2733.wav,1,0.02,0.16,313.41,313.41,313.41,84.77
2747.wav,0,0.21,0.81,372.51,372.51,372.51,52.41
2749.wav,1,0.37,0.88,328.19,328.19,328.19,60.70
2796.wav,6,0.33,0.42,564.58,564.58,564.58,63.20
2799.wav,5,0.30,0.84,313.41,313.41,313.41,59.41
368.wav,0,0.70,0.84,2840.92,2840.92,2840.92,57.07
474.wav,5,0.37,0.74,328.19,328.19,328.19,74.35
476.wav,11,0.44,0.63,298.64,298.64,298.64,75.88
480.wav,1,0.56,0.84,461.16,461.16,461.16,63.48
481.wav,0,0.49,0.58,505.48,505.48,505.48,59.50
485.wav,3,0.07,0.86,402.06,402.06,402.06,72.99
488.wav,0,0.05,0.19,150.90,150.90,150.90,69.81
492.wav,2,0.14,0.77,446.38,446.38,446.38,67.68
499.wav,21,0.05,0.60,416.84,416.84,416.84,71.17
503.wav,5,0.58,0.77,298.64,298.64,298.64,76.02
505.wav,6,0.07,0.19,239.54,239.54,239.54,84.42
508.wav,0,0.56,0.84,461.16,461.16,461.16,56.84
518.wav,6,0.23,0.42,254.32,254.32,254.32,79.36
559.wav,0,0.84,0.93,106.57,106.57,106.57,83.69
638.wav,4,0.21,0.95,830.52,830.52,830.52,80.14
639.wav,3,0.00,0.95,771.42,771.42,771.42,63.42
640.wav,0,0.00,1.00,269.09,269.09,269.09,61.43
641.wav,4,0.00,0.86,815.74,815.74,815.74,61.75
642.wav,10,0.00,1.00,904.39,904.39,904.39,80.25
643.wav,0,0.00,1.00,269.09,269.09,269.09,60.00
644.wav,0,0.00,1.00,269.09,269.09,269.09,59.72
645.wav,2,0.00,0.19,800.97,800.97,800.97,58.83
645.wav,21,0.23,1.00,1286.38,1286.38,1286.38,68.16
646.wav,8,0.00,0.98,904.39,904.39,904.39,82.15
647.wav,12,0.00,1.00,860.06,860.06,860.06,76.77
648.wav,7,0.00,0.84,756.64,756.64,756.64,57.31
649.wav,7,0.00,1.00,771.42,771.42,771.42,62.58
650.wav,0,0.00,0.98,269.09,269.09,269.09,62.05
651.wav,10,0.00,1.00,904.39,904.39,904.39,85.00
652.wav,0,0.00,0.98,269.09,269.09,269.09,66.07
653.wav,21,0.00,1.00,919.16,919.16,919.16,79.66
654.wav,4,0.00,0.95,874.84,874.84,874.84,59.44
655.wav,9,0.00,1.00,889.61,889.61,889.61,80.30
656.wav,0,0.00,0.98,269.09,269.09,269.09,64.30
657.wav,9,0.00,1.00,889.61,889.61,889.61,81.82
658.wav,1,0.00,0.67,283.87,283.87,283.87,57.87
659.wav,2,0.00,0.95,800.97,800.97,800.97,56.78
660.wav,8,0.00,1.00,904.39,904.39,904.39,87.50
661.wav,0,0.00,1.00,269.09,269.09,269.09,64.81
662.wav,0,0.00,0.98,269.09,269.09,269.09,61.03
663.wav,1,0.00,1.00,269.09,269.09,269.09,66.78
664.wav,0,0.00,0.93,269.09,269.09,269.09,61.77
665.wav,0,0.00,0.30,269.09,269.09,269.09,60.32
665.wav,4,0.51,1.00,786.19,786.19,786.19,57.52
666.wav,9,0.00,0.49,874.84,874.84,874.84,61.00
666.wav,53,0.51,0.79,1970.83,1970.83,1970.83,59.72
667.wav,0,0.00,0.98,269.09,269.09,269.09,62.88
668.wav,6,0.00,1.00,904.39,904.39,904.39,73.27
669.wav,8,0.00,0.98,874.84,874.84,874.84,65.51
670.wav,0,0.00,1.00,269.09,269.09,269.09,61.98
671.wav,10,0.00,0.98,860.06,860.06,860.06,71.62
672.wav,1,0.00,1.00,283.87,283.87,283.87,66.28
673.wav,0,0.00,0.91,269.09,269.09,269.09,61.97
674.wav,8,0.00,1.00,889.61,889.61,889.61,80.88
675.wav,3,0.00,0.70,786.19,786.19,786.19,63.95
676.wav,9,0.00,1.00,933.94,933.94,933.94,81.34
677.wav,10,0.00,1.00,919.16,919.16,919.16,89.64
678.wav,0,0.00,1.00,269.09,269.09,269.09,60.73
679.wav,9,0.00,1.00,889.61,889.61,889.61,86.44
680.wav,0,0.00,1.00,269.09,269.09,269.09,63.11
681.wav,7,0.00,1.00,904.39,904.39,904.39,73.62
682.wav,0,0.00,0.98,269.09,269.09,269.09,67.62
683.wav,3,0.00,0.93,889.61,889.61,889.61,75.06
684.wav,6,0.00,1.00,889.61,889.61,889.61,74.03
685.wav,9,0.00,1.00,860.06,860.06,860.06,59.99
686.wav,7,0.00,1.00,845.29,845.29,845.29,59.35
687.wav,6,0.00,1.00,830.52,830.52,830.52,61.37
688.wav,9,0.00,1.00,889.61,889.61,889.61,72.91
689.wav,5,0.00,0.63,830.52,830.52,830.52,62.09
689.wav,59,0.67,0.98,2553.52,2553.52,2553.52,59.98
690.wav,0,0.00,0.98,269.09,269.09,269.09,61.91
691.wav,5,0.00,1.00,889.61,889.61,889.61,69.21
692.wav,11,0.00,1.00,889.61,889.61,889.61,84.96
693.wav,0,0.00,1.00,269.09,269.09,269.09,65.06
694.wav,1,0.09,1.00,77.03,77.03,77.03,74.86
695.wav,0,0.00,1.00,62.25,62.25,62.25,61.55
696.wav,1,0.00,0.98,77.03,77.03,77.03,77.29
697.wav,1,0.00,1.00,77.03,77.03,77.03,86.00
698.wav,0,0.00,0.77,62.25,62.25,62.25,65.61
699.wav,1,0.00,1.00,77.03,77.03,77.03,84.25
700.wav,0,0.00,0.93,62.25,62.25,62.25,75.28
701.wav,0,0.00,0.93,62.25,62.25,62.25,67.03
702.wav,0,0.00,0.49,62.25,62.25,62.25,79.39
